Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-06 00:00:00+05:30,24729.44921875,24751.05078125,24620.5,24677.80078125,226700,0.0,0.0
2024-12-09 00:00:00+05:30,24633.900390625,24705.0,24580.05078125,24619.0,248100,0.0,0.0
2024-12-10 00:00:00+05:30,24652.650390625,24677.80078125,24510.650390625,24610.05078125,261000,0.0,0.0
2024-12-11 00:00:00+05:30,24620.5,24691.75,24583.849609375,24641.80078125,187300,0.0,0.0
2024-12-12 00:00:00+05:30,24604.44921875,24675.25,24527.94921875,24548.69921875,266100,0.0,0.0
2024-12-13 00:00:00+05:30,24498.349609375,24792.30078125,24180.80078125,24768.30078125,310100,0.0,0.0
2024-12-16 00:00:00+05:30,24753.400390625,24781.25,24601.75,24668.25,187600,0.0,0.0
2024-12-17 00:00:00+05:30,24584.80078125,24624.099609375,24303.44921875,24336.0,264900,0.0,0.0
2024-12-18 00:00:00+05:30,24297.94921875,24394.44921875,24149.849609375,24198.849609375,235300,0.0,0.0
2024-12-19 00:00:00+05:30,23877.150390625,24004.900390625,23870.30078125,23951.69921875,271100,0.0,0.0
2024-12-20 00:00:00+05:30,23960.69921875,24065.80078125,23537.349609375,23587.5,442700,0.0,0.0
2024-12-23 00:00:00+05:30,23738.19921875,23869.55078125,23647.19921875,23753.44921875,189800,0.0,0.0
2024-12-24 00:00:00+05:30,23769.099609375,23867.650390625,23685.150390625,23727.650390625,177700,0.0,0.0
2024-12-26 00:00:00+05:30,23775.80078125,23854.5,23653.599609375,23750.19921875,177700,0.0,0.0
2024-12-27 00:00:00+05:30,23801.400390625,23938.849609375,23800.599609375,23813.400390625,176800,0.0,0.0
2024-12-30 00:00:00+05:30,23796.900390625,23915.349609375,23599.30078125,23644.900390625,364900,0.0,0.0
2024-12-31 00:00:00+05:30,23560.599609375,23689.849609375,23460.44921875,23644.80078125,193600,0.0,0.0
2025-01-01 00:00:00+05:30,23637.650390625,23822.80078125,23562.80078125,23742.900390625,154900,0.0,0.0
2025-01-02 00:00:00+05:30,23783.0,24226.69921875,23751.55078125,24188.650390625,283200,0.0,0.0
2025-01-03 00:00:00+05:30,24196.400390625,24196.44921875,23976.0,24004.75,312300,0.0,0.0
2025-01-06 00:00:00+05:30,24045.80078125,24089.94921875,23551.900390625,23616.05078125,278100,0.0,0.0
2025-01-07 00:00:00+05:30,23679.900390625,23795.19921875,23637.80078125,23707.900390625,262300,0.0,0.0
2025-01-08 00:00:00+05:30,23746.650390625,23751.849609375,23496.150390625,23688.94921875,266400,0.0,0.0
2025-01-09 00:00:00+05:30,23674.75,23689.5,23503.05078125,23526.5,269200,0.0,0.0
2025-01-10 00:00:00+05:30,23551.900390625,23596.599609375,23344.349609375,23431.5,261000,0.0,0.0
2025-01-13 00:00:00+05:30,23195.400390625,23340.94921875,23047.25,23085.94921875,316500,0.0,0.0
2025-01-14 00:00:00+05:30,23165.900390625,23264.94921875,23134.150390625,23176.05078125,311200,0.0,0.0
2025-01-15 00:00:00+05:30,23250.44921875,23293.650390625,23146.44921875,23213.19921875,228000,0.0,0.0
2025-01-16 00:00:00+05:30,23377.25,23391.650390625,23272.05078125,23311.80078125,299400,0.0,0.0
2025-01-17 00:00:00+05:30,23277.099609375,23292.099609375,23100.349609375,23203.19921875,272900,0.0,0.0
2025-01-20 00:00:00+05:30,23290.400390625,23391.099609375,23170.650390625,23344.75,301500,0.0,0.0
2025-01-21 00:00:00+05:30,23421.650390625,23426.30078125,22976.849609375,23024.650390625,312900,0.0,0.0
2025-01-22 00:00:00+05:30,23099.150390625,23169.55078125,22981.30078125,23155.349609375,276000,0.0,0.0
2025-01-23 00:00:00+05:30,23128.30078125,23270.80078125,23090.650390625,23205.349609375,275600,0.0,0.0
2025-01-24 00:00:00+05:30,23183.900390625,23347.30078125,23050.0,23092.19921875,264300,0.0,0.0
2025-01-27 00:00:00+05:30,22940.150390625,23007.44921875,22786.900390625,22829.150390625,257400,0.0,0.0
2025-01-28 00:00:00+05:30,22960.44921875,23137.94921875,22857.650390625,22957.25,361900,0.0,0.0
2025-01-29 00:00:00+05:30,23026.75,23183.349609375,22976.5,23163.099609375,226300,0.0,0.0
2025-01-30 00:00:00+05:30,23169.5,23322.05078125,23139.19921875,23249.5,361900,0.0,0.0
2025-01-31 00:00:00+05:30,23296.75,23546.80078125,23277.400390625,23508.400390625,304900,0.0,0.0
2025-02-03 00:00:00+05:30,23319.349609375,23381.599609375,23222.0,23361.05078125,329700,0.0,0.0
2025-02-04 00:00:00+05:30,23509.900390625,23762.75,23423.150390625,23739.25,376700,0.0,0.0
2025-02-05 00:00:00+05:30,23801.75,23807.30078125,23680.44921875,23696.30078125,267000,0.0,0.0
2025-02-06 00:00:00+05:30,23761.94921875,23773.55078125,23556.25,23603.349609375,307000,0.0,0.0
2025-02-07 00:00:00+05:30,23649.5,23694.5,23443.19921875,23559.94921875,368100,0.0,0.0
2025-02-10 00:00:00+05:30,23543.80078125,23568.599609375,23316.30078125,23381.599609375,234200,0.0,0.0
2025-02-11 00:00:00+05:30,23383.55078125,23390.05078125,22986.650390625,23071.80078125,268000,0.0,0.0
2025-02-12 00:00:00+05:30,23050.80078125,23144.69921875,22798.349609375,23045.25,279700,0.0,0.0
2025-02-13 00:00:00+05:30,23055.75,23235.5,22992.19921875,23031.400390625,265700,0.0,0.0
2025-02-14 00:00:00+05:30,23096.44921875,23133.69921875,22774.849609375,22929.25,254500,0.0,0.0
2025-02-17 00:00:00+05:30,22809.900390625,22974.19921875,22725.44921875,22959.5,207400,0.0,0.0
2025-02-18 00:00:00+05:30,22963.650390625,22992.5,22801.5,22945.30078125,210600,0.0,0.0
2025-02-19 00:00:00+05:30,22847.25,23049.94921875,22814.849609375,22932.900390625,207000,0.0,0.0
2025-02-20 00:00:00+05:30,22821.099609375,22923.849609375,22812.75,22913.150390625,240800,0.0,0.0
2025-02-21 00:00:00+05:30,22857.19921875,22921.0,22720.30078125,22795.900390625,242800,0.0,0.0
2025-02-24 00:00:00+05:30,22609.349609375,22668.05078125,22518.80078125,22553.349609375,214300,0.0,0.0
2025-02-25 00:00:00+05:30,22516.44921875,22625.30078125,22513.900390625,22547.55078125,250300,0.0,0.0
2025-02-27 00:00:00+05:30,22568.94921875,22613.30078125,22508.400390625,22545.05078125,289200,0.0,0.0
2025-02-28 00:00:00+05:30,22433.400390625,22450.349609375,22104.849609375,22124.69921875,551300,0.0,0.0
2025-03-03 00:00:00+05:30,22194.55078125,22261.55078125,22004.69921875,22119.30078125,282400,0.0,0.0
2025-03-04 00:00:00+05:30,21974.44921875,22105.05078125,21964.599609375,22082.650390625,253300,0.0,0.0
2025-03-05 00:00:00+05:30,22073.05078125,22394.900390625,22067.80078125,22337.30078125,305900,0.0,0.0
2025-03-06 00:00:00+05:30,22476.349609375,22556.44921875,22245.849609375,22544.69921875,372100,0.0,0.0
2025-03-07 00:00:00+05:30,22508.650390625,22633.80078125,22464.75,22552.5,289800,0.0,0.0
2025-03-10 00:00:00+05:30,22521.849609375,22676.75,22429.05078125,22460.30078125,293900,0.0,0.0
2025-03-11 00:00:00+05:30,22345.94921875,22522.099609375,22314.69921875,22497.900390625,347900,0.0,0.0
2025-03-12 00:00:00+05:30,22536.349609375,22577.400390625,22329.55078125,22470.5,369700,0.0,0.0
2025-03-13 00:00:00+05:30,22541.5,22558.05078125,22377.349609375,22397.19921875,287500,0.0,0.0
2025-03-17 00:00:00+05:30,22353.150390625,22577.0,22353.150390625,22508.75,251100,0.0,0.0
2025-03-18 00:00:00+05:30,22662.25,22857.80078125,22599.19921875,22834.30078125,272600,0.0,0.0
2025-03-19 00:00:00+05:30,22874.94921875,22940.69921875,22807.94921875,22907.599609375,324000,0.0,0.0
2025-03-20 00:00:00+05:30,23036.599609375,23216.69921875,22973.94921875,23190.650390625,313700,0.0,0.0
2025-03-21 00:00:00+05:30,23168.25,23402.69921875,23132.80078125,23350.400390625,541000,0.0,0.0
2025-03-24 00:00:00+05:30,23515.400390625,23708.75,23433.5,23658.349609375,311900,0.0,0.0
2025-03-25 00:00:00+05:30,23751.5,23869.599609375,23601.400390625,23668.650390625,338200,0.0,0.0
2025-03-26 00:00:00+05:30,23700.94921875,23736.5,23451.69921875,23486.849609375,278600,0.0,0.0
2025-03-27 00:00:00+05:30,23433.94921875,23646.44921875,23412.19921875,23591.94921875,510300,0.0,0.0
2025-03-28 00:00:00+05:30,23600.400390625,23649.19921875,23450.19921875,23519.349609375,295400,0.0,0.0
2025-04-01 00:00:00+05:30,23341.099609375,23565.150390625,23136.400390625,23165.69921875,314300,0.0,0.0
2025-04-02 00:00:00+05:30,23192.599609375,23350.0,23158.44921875,23332.349609375,341000,0.0,0.0
2025-04-03 00:00:00+05:30,23150.30078125,23306.5,23145.80078125,23250.099609375,283200,0.0,0.0
2025-04-04 00:00:00+05:30,23190.400390625,23214.69921875,22857.44921875,22904.44921875,466800,0.0,0.0
2025-04-07 00:00:00+05:30,21758.400390625,22254.0,21743.650390625,22161.599609375,647100,0.0,0.0
2025-04-08 00:00:00+05:30,22446.75,22697.19921875,22270.849609375,22535.849609375,468300,0.0,0.0
2025-04-09 00:00:00+05:30,22460.30078125,22468.69921875,22353.25,22399.150390625,383800,0.0,0.0
2025-04-11 00:00:00+05:30,22695.400390625,22923.900390625,22695.400390625,22828.55078125,402200,0.0,0.0
2025-04-15 00:00:00+05:30,23368.349609375,23368.349609375,23207.0,23328.55078125,388300,0.0,0.0
2025-04-16 00:00:00+05:30,23344.099609375,23452.19921875,23273.05078125,23437.19921875,348400,0.0,0.0
2025-04-17 00:00:00+05:30,23401.849609375,23872.349609375,23298.55078125,23851.650390625,505300,0.0,0.0
2025-04-21 00:00:00+05:30,23949.150390625,24189.55078125,23903.650390625,24125.55078125,406100,0.0,0.0
2025-04-22 00:00:00+05:30,24185.400390625,24242.599609375,24072.0,24167.25,440900,0.0,0.0
2025-04-23 00:00:00+05:30,24357.599609375,24359.30078125,24119.94921875,24328.94921875,0,0.0,0.0
